locus_tag	LB24H	X6H	X12H	X1D	X2D	X3D	X5D	X7D	X14D	X1M	X2M
B4U62_00285	1.7198588808411e-05	3.618512350562112e-05	7.76466977638431e-05	0.00010307589187940639	0.00033109697651072256	0.000304945566987023	0.00042308528215469476	0.0003665010896990819	0.018587135485589025	0.0623251388700503	0.042915896801470566
B4U62_00290	7.861297027888741e-05	0.00013015023448458568	7.232984578589514e-05	6.420028610592349e-05	8.158989981447829e-05	8.779061932304841e-05	0.00010215086831360437	0.00010837658818221851	0.00014341103274086674	3.233806815088506e-05	4.901240792976675e-06
B4U62_00295	0.00020467161451202966	0.0003410599605471799	0.0001755929402396503	0.00020893549256529	0.00021370021597490876	0.00023276088362100472	0.00025861640140680334	0.00027263711133405764	0.00019162677721082827	7.131900869290482e-05	1.419939890073167e-05
B4U62_00300	0.0003176934244428612	0.0005047281091271717	0.000316289468295797	0.00036894624791755713	0.0004673194164547833	0.0006070309952457025	0.0005888104344766236	0.0006818813339722325	0.000560477823588149	0.00014758464832896097	3.061886255022837e-05
B4U62_00305	0.01000418745539122	0.0063660635364054235	0.010022241349912244	0.010533117108455338	0.010891032182019814	0.006429107202429063	0.0033396736897486675	0.006169827674675326	0.0019266667785238648	0.0021805861628564206	0.00034062909044599976
B4U62_00310	6.713761938667768e-05	0.00028960569972719173	0.00014476192499878948	0.0001355831411510024	0.000158948858747851	0.00015095760836933623	0.0001251743784606044	0.00018986340503103028	6.224729204802444e-05	5.243623523325891e-05	9.419452452397802e-06
B4U62_00315	6.113232232650458e-05	0.00025944275360037327	0.0001256824529383692	0.00012483365679262986	0.00015037423663201094	0.00014509294209302857	0.00011611797089582646	0.00016806944414567764	7.28785009518152e-05	4.931930047887575e-05	9.833306999745652e-06
B4U62_00320	0.020054269340737226	0.0005051897734163901	0.0028716689383415173	0.0006953405816731502	0.0026201394329430023	0.005547344124508428	0.004432079397757756	0.004763343377910347	0.009028517959514683	0.0062077177779906526	0.0019074946066503125
B4U62_00325	0.0002925871246955564	0.00013452952442654203	0.00012235647480833268	0.00010082621963600658	0.00026418296886317275	0.0006808248900450962	0.0005061056201676336	0.0007047248808021647	0.00024418939919709006	0.0002071698419729445	7.348527012054815e-05
B4U62_00330	0.0001395900008013577	0.00013181729247655323	0.0001123419145812097	8.48368136085371e-05	0.00031100169165592013	0.000831798729190035	0.0006373509179773825	0.0006222662418751148	0.00017826208883392575	0.00012972503270187424	7.225465554915142e-05
B4U62_00335	0.00012873596317537967	8.12570243191893e-05	7.621338391610803e-05	4.51722658597144e-05	7.9641224693633e-05	0.0001589493729949801	0.0001216714293651173	0.00010939115800878211	0.00015434818641217035	6.860883180677002e-05	1.8512496451376538e-05
B4U62_00340	6.506217864165236e-05	0.00012752474397836503	8.663634541288685e-05	5.895192419639229e-05	0.0001832974682825195	0.00042215036600314466	0.0005364214867320435	0.00039336250868236383	0.0001072444701708756	8.409064185766808e-05	2.4502292360100427e-05
B4U62_00345	2.2311831566030906e-06	1.594686600351447e-05	7.127924505897813e-06	6.067553673013815e-06	1.0865012002634462e-05	8.665820574888985e-06	1.011759627533373e-05	7.250947708015813e-06	1.4742478809810098e-05	4.892271415086019e-06	1.7524136204317564e-06
B4U62_00350	1.7149246339545894e-05	7.040455746381617e-05	4.4057568240109096e-05	3.63395108615662e-05	3.103223110250096e-05	2.2819543513798112e-05	2.3027759784854913e-05	2.285625898882868e-05	2.232889518520189e-05	1.367420942996743e-05	4.143906209805352e-06
B4U62_00355	4.1917112309603104e-05	9.479606095560895e-05	7.792967011094031e-05	5.509228703899303e-05	3.682672282236889e-05	3.426113510107676e-05	3.3444599834564946e-05	3.211738428240667e-05	1.143276764968539e-05	1.5223970307554703e-05	6.068202886542539e-06
B4U62_00360	3.767827714754679e-05	8.758646573404386e-05	8.316429004512266e-05	4.669031736121628e-05	9.387236350689316e-05	0.00015048715089523748	0.00018439213372168937	0.000117215854378888	7.484500960368308e-05	2.499802302666857e-05	4.422901875416005e-06
B4U62_00365	2.6453110905340073e-05	7.541065219611783e-05	5.515586488339958e-05	3.853190769548561e-05	7.439241391245024e-05	0.0001347267057636886	0.0001311556172327004	0.00010785299943937258	0.00014779009313190032	7.412484717406225e-05	4.233430221319071e-05
B4U62_00370	0.0003888562670296924	0.0005415812726507424	0.00039499450220262206	0.00035407111283771765	0.0004906562969832361	0.000545956783416559	0.00045526427902325533	0.0006005520418634568	0.0003228668026021864	0.00022096656506416585	0.00017243254173023424
B4U62_00375	0.002815410682962546	0.003432039476936769	0.003195208010395211	0.003264062453754309	0.0017182125944398324	0.0009977196008034038	0.000882246006348259	0.0006683631654666205	0.0001819671204522019	0.0004520833217565338	0.00012246045932573594
B4U62_00390	0.00012084875069376817	1.494685512970095e-05	1.1107155241156742e-05	9.725608759756777e-06	4.770264868607235e-05	0.00011476546684991318	9.343134029183432e-05	0.00020893376727620835	0.00010390977409143423	2.4660809390105988e-05	7.209796238943948e-06
B4U62_00395	0.0001623742539809378	3.0382278387888484e-05	1.9804256759305697e-05	2.551410859411036e-05	0.00010436679798684466	0.00022516112739048185	0.00018794427002635837	0.0003556625135198835	0.000140706696488567	5.305569123697337e-05	1.7168574020461815e-05
B4U62_00400	2.5257783132094416e-05	7.048362546769673e-06	4.5487164849670264e-06	5.544879755204766e-06	2.9241323544021822e-05	6.466600186082904e-05	5.531724228089675e-05	7.801408033178634e-05	6.073531345226691e-05	3.7645925838878575e-05	1.1140873509193497e-05
B4U62_00405	9.933917156451413e-05	0.0002725489732048903	0.00023294420991548895	0.00027637632109102947	0.00035936438015966827	0.00044153781200815607	0.00041880622508671926	0.0004004562344276018	0.0002792592480283407	0.000230081504743245	6.155934751335778e-05
B4U62_00410	4.8603908360698626e-05	0.0003288786826864944	0.00023930563892715265	0.0002566931395836594	0.0003440383193936619	0.0003134375275095582	0.00039581371820566124	0.0003287819056347008	0.0003066381979677514	0.00023294356777222534	4.801436521107062e-05
B4U62_00415	0.000995490742591717	0.001104083460088096	0.0007756348174123939	0.0008414700601369935	0.0009256003807865256	0.0008038303243070241	0.000931822332291204	0.000740803969753572	0.0008356113337798516	0.0006287936206061147	0.00015588491820779058
B4U62_00420	1.5203249485023398e-05	7.802823741101136e-05	4.159858208295063e-05	4.472259980675023e-05	4.645012395967772e-05	4.156399679019214e-05	4.8480627545756865e-05	4.175048240270678e-05	2.1889997982544376e-05	2.5569216539715438e-05	1.0348565778000377e-05
B4U62_00425	7.149804351224222e-05	0.00010431961840813517	4.950281674823488e-05	5.811256404331265e-05	6.821043658793024e-05	5.2904898782665426e-05	6.0337182146799226e-05	5.0644564965573265e-05	5.2457609921399006e-05	3.0088159299723976e-05	7.649196736592752e-06
B4U62_00430	8.690799478151072e-06	6.080514955388641e-05	2.3647671405411352e-05	3.1476195171228085e-05	4.356906089401487e-05	4.4806984743274206e-05	4.090128041914604e-05	3.739185895605609e-05	1.769009786332194e-05	1.4120807190679686e-05	5.587320520469092e-06
B4U62_00435	0.00015933247174833374	0.0014826265698788038	0.0014012833229515285	0.0013200969502468113	0.0005749077613793793	0.001131616407967927	0.0005739580133217372	0.0008006040228252711	0.0009455608860844208	0.0011090797920235633	0.0002536499742791535
B4U62_00440	1.3185508199118689e-05	3.6006081670218555e-05	5.461851709741676e-05	5.06625668154617e-05	3.8391776919611665e-05	4.4299429461901646e-05	2.8511311330652968e-05	4.468675571393748e-05	2.238492213702735e-05	2.703689047387984e-05	1.1208782401893866e-05
B4U62_00445	3.604930889764933e-05	4.430244002913899e-05	0.00011045159801033005	4.341080831074982e-05	4.786919810762563e-05	3.831021017004665e-05	4.182274405546067e-05	4.531785016758344e-05	7.899183189905298e-05	3.682873915321443e-05	7.497282619586287e-06
B4U62_00450	1.798948989919234e-05	3.950595640591936e-05	5.087173723427249e-05	3.501600238590373e-05	3.094653211351063e-05	2.5974667275989216e-05	2.475269124861128e-05	2.5139427072684337e-05	2.774196068464477e-05	2.0985588443780566e-05	6.768380142682075e-06
B4U62_00455	4.498074945337527e-05	5.7387764438765196e-05	6.509443712774097e-05	4.96908692058503e-05	4.927041452058095e-05	4.328183476221814e-05	4.3229265880159885e-05	4.360744287567769e-05	5.555884827349645e-05	2.6232279059459215e-05	1.0507555186541388e-05
B4U62_00460	3.213236115674137e-05	3.7366389520212866e-05	5.16167912506636e-05	3.684324234532496e-05	3.8703839486153076e-05	3.237034914645139e-05	3.0035523691700312e-05	2.5157862390935766e-05	1.8906585179355766e-05	1.6316728601577493e-05	2.3493550908483177e-06
B4U62_00465	5.9083846219579804e-05	4.337346709788664e-05	5.380336500867005e-05	3.658273841255711e-05	3.9977672368667985e-05	3.6902920076792586e-05	3.508891735789831e-05	3.1100893316442e-05	2.0721891365054776e-05	2.276936346150192e-05	6.768380142682075e-06
B4U62_00470	2.1326250122429643e-05	4.15603584607535e-05	2.8166218210829025e-05	3.142926653038039e-05	2.3833206453924882e-05	2.2698507629243455e-05	1.9637205768007652e-05	2.0445456823678388e-05	8.52557816162255e-06	8.278033854732871e-06	2.3205874774909895e-06
B4U62_00475	0.0006434292815649723	0.00022171768913514513	0.00014437839147397505	0.00014238514855048227	0.00015850856409647176	0.00014561481176565352	0.00015376758768638612	0.00015582882474748144	0.00011197266328039186	6.919740181813838e-05	1.799497475060379e-05
B4U62_00480	0.0007890712545298954	0.000265971524385654	0.00013973412964348752	0.00014585238700935973	0.00015870564820755868	0.00017605947878812747	0.00018995400329818016	0.00017520877184802166	0.00013538784241014	6.68061937907614e-05	1.754364132983192e-05
B4U62_00560	0.0003098497759723328	5.4601292054010344e-05	9.954603905438037e-05	9.916898307429964e-05	0.0002814589195944742	0.00045368160268516636	0.00042835931815542557	0.00040767843124814063	0.0001148661229732586	0.00021887833600847437	0.00019361933904937
B4U62_00565	0.000331359477708719	3.1625519767560145e-05	0.0001120215379197109	5.604058906615584e-05	0.00017464186136151985	0.00036759019377740845	0.0003545944982819	0.0004972372532913066	0.0002598926246043001	0.0004101928962067455	0.0003058871154805667
B4U62_00570	0.00028468200369474104	4.725273454122328e-05	0.000117307752834437	6.725418769604117e-05	0.00020513132902608627	0.00036202158734061253	0.0003626056523656147	0.0004566669927395225	0.0005858602429012403	0.0005030876527191819	0.00013164871266535446
B4U62_00575	0.0031276757411618145	0.00010127394555592642	0.0005724259256797209	0.00015118221133237202	0.0004062497260398492	0.0006860437805307465	0.0006227744467480589	0.0007775286110191915	0.0015190921612412596	0.0009618748709010514	0.0002653438696133584
B4U62_00580	0.0005222509567968952	4.810262153887679e-05	0.000124684236951369	4.8253665070996736e-05	0.00011644737061473009	0.00019084671831488354	0.00022573160551949987	0.0002890745630186184	0.0007169181275915583	0.0004965317401827588	9.157220193040452e-05
B4U62_00585	0.00014833854309534848	3.140702179817044e-05	7.122655082125616e-05	3.640492026211715e-05	7.393930866060525e-05	0.00011044374677812023	0.00012635882935729343	0.00013245364544131822	0.00017606145483350705	0.00017996888929795501	6.52464346164366e-05
B4U62_00590	0.0001897424365853463	5.151336017903304e-05	0.00011288768726178964	6.189468575728654e-05	0.00012752804543145275	0.00017345100226643086	0.0001617494767299906	0.00014527849580736642	0.00028871724131582016	0.0001815754019907346	5.79830713040665e-05
B4U62_00595	0.00016118251701973665	6.35256679904504e-05	0.00012375289589060278	6.24238889361154e-05	0.0001192427393482711	0.00014270590968590473	0.0001342203187913136	0.00012505340659530113	0.00027870181123724	0.0001601722573465837	3.363855882071179e-05
B4U62_00600	4.694457574119735e-06	1.7952868710693973e-05	1.3520241892234002e-05	1.1365454398230083e-05	1.6085652036231664e-05	1.4003187824339431e-05	1.737374941859895e-05	1.1887186962353824e-05	3.263217683218065e-05	1.3189320187834348e-05	5.108211428439299e-07
B4U62_00605	0.00031293187679647794	0.0004450815170347822	0.00028580582339998245	0.00024139777571344416	0.00026394548763500065	0.0003310345047441361	0.0003860427058221544	0.0003211206548194479	0.00018290066097420262	0.000124593519806108	2.6430244772043667e-05
B4U62_00610	0.00023827036844459502	0.00019684396255959658	0.00018752077431101382	0.00013778087966944834	0.0001752549471336015	0.0002578627660906552	0.0003389450205395749	0.00023468306622878156	0.00045240567986674316	6.965861454403306e-05	1.9650135898109213e-05
B4U62_00620	6.913630775257479e-05	4.396261949298307e-05	6.0696987564301274e-05	3.4487383524961955e-05	5.187680825570173e-05	5.401582043601653e-05	6.268599633548445e-05	6.958972426097425e-05	5.132994417793457e-05	2.2142447092381623e-05	6.2611139649649945e-06
B4U62_00625	3.468560148869218e-05	2.579133483004781e-05	4.039605398709179e-05	2.3174180552748454e-05	2.8055972712875438e-05	2.4035295277089742e-05	2.3405724022364913e-05	2.243078174161824e-05	1.6326710869486257e-05	1.3539202144312443e-05	4.230237589176291e-06
B4U62_00630	8.419603548335232e-05	4.220656340735336e-05	6.383690903863608e-05	3.777731437380238e-05	4.6558434201327715e-05	3.734520355992751e-05	3.537437957934982e-05	3.6529216191638724e-05	4.6947517076668026e-05	1.984195781594831e-05	5.685439319852942e-06
B4U62_00635	1.8956666775493017e-05	3.230872673054701e-05	3.6363779995639946e-05	2.554292934730899e-05	3.381959359276999e-05	2.1824894456514518e-05	2.3185316533944132e-05	1.853243162380205e-05	2.989482766259295e-05	1.39992283330932e-05	2.849844270602979e-06
B4U62_00640	5.007879840941862e-05	0.00023291243245841044	0.00019782998143244495	0.0002656322213673055	0.0003345144744758308	0.00026197569635025747	0.0003024902209188536	0.0002715687770897517	0.0002902200237209864	0.00023107030203776778	7.788273040894436e-05
B4U62_00645	3.9666825227719176e-05	0.0005978959155112524	0.0002635631154386222	0.000480751373223965	0.000408866520465403	0.0003276327225244291	0.00026187121670464365	0.00025845077212783673	6.962555498658399e-05	0.00014790087153789382	9.908908528886545e-05
B4U62_00650	1.821574175867189e-05	0.0009563619188533265	0.00021857591056726144	0.0009165164719610536	0.0005989497658509976	0.0003684841710096177	0.00030532163710637796	0.0002681906897611046	4.4759285348518336e-05	0.00011520263781169898	5.617755518426116e-05
B4U62_00655	6.794414636454306e-05	0.000579314010040185	0.0003252500573056017	0.00037734173059504535	0.00027242416616843107	0.0001686324543364099	0.00029439164905213796	0.00017701528473434424	6.28524599764493e-05	9.518072586958829e-05	2.3499207461671435e-05
B4U62_00660	0.0020386092898722545	0.008662680447111012	0.003557363926905541	0.003941926977824759	0.002948880061573379	0.002116473190481104	0.002690639656076522	0.0016239636522042305	0.0005149693592559089	0.0009773425984337574	0.00021391894422786723
B4U62_00665	0.0012141350030014917	0.0039020338221219804	0.0017545936259861933	0.0019245441336260619	0.0014076135458559126	0.0009898020421032312	0.0014631377595964857	0.0008426385853069447	0.00039657964796159756	0.0005073504683577403	0.0001537264708801443
B4U62_00670	0.0004691711320938776	0.006424017677381632	0.002715123032495041	0.0025949510085867874	0.001635007659020677	0.0010494543264148613	0.0016624184331857123	0.0009475411141076442	0.0002692108712911548	0.0005051077830526354	0.00011623780987552194
B4U62_00675	0.0005788386685767298	0.00543563805473566	0.0019903728548156417	0.002205740960500038	0.0014483443854915233	0.0009658927340005918	0.001392310979076195	0.0007688826391550502	0.00021497291170972973	0.00039993995978924	9.530315910582978e-05
B4U62_00680	1.942499973291254e-05	0.00010963022344584628	4.735451059144167e-05	5.9574803846141935e-05	7.319815683343789e-05	5.951193649665796e-05	7.945562064664775e-05	4.8695724998089924e-05	4.037691307567102e-05	2.6389481357105777e-05	7.639557784809464e-06
B4U62_00685	0.0023276155252970427	0.0008738415613693778	0.0006078517650547709	0.0006267104870896445	0.0006510719547426734	0.0005475812702938784	0.0007099046824416507	0.0005251517625467735	0.0007275302317097716	0.00035449784005155263	9.142414986698195e-05
B4U62_00690	0.007661402040857572	0.0009009986560131741	0.0007951719458067748	0.0006308404342998861	0.0007185129943860155	0.0006258790890154185	0.0007323661860159608	0.0006404444695124546	0.0007946430900671223	0.0004201608604683084	0.00013814263871214118
B4U62_00695	0.002327387633842984	0.0037681481806565434	0.0019407878493215177	0.002050340933649394	0.0019774498061393485	0.0015237488879793642	0.0019368817893642787	0.0012287801661299072	0.0004302164240995464	0.0007702540268868642	0.00025540441695036376
B4U62_00700	0.002971099522452161	0.0036337119949537166	0.0019071126405392047	0.0018183810890272593	0.0017045772801222232	0.0011501792444331379	0.0015695750389917097	0.0009656433384708542	0.00082005021597765	0.000627629128452854	0.00015805871901543875
